id,created_at,text
778733962688466949,2016-09-21 23:13:39,Thanks to Gov @onetoughnerd and MI Leg for commitment to making sure all Michigan kids can read by end of 3rd grade. https://t.co/3gwRzZdydE
778653071001792512,2016-09-21 17:52:13,Great ad. Great project and cause. Congratulations to @RonJohnsonWI on success of The Joseph Project: https://t.co/CxVCpvgvPY
778043110483857408,2016-09-20 01:28:27,Great to catch up with my friend @dougducey today. cc: @JebBushJr https://t.co/IUgsTC7fo4
777978424736428032,2016-09-19 21:11:25,Pretty cool to spend a day with @ericschmidt and the @google team at #zeitgeist16 https://t.co/g8NripYKti
777666521539616768,2016-09-19 00:32:01,"Hey, @jimmykimmel, I'm giving you 5 stars! How about a little something,
you know, for the effort, you know? https://t.co/tsm5fZ1aDW"
777573171998318592,2016-09-18 18:21:05,The Washington Post editorial board gets this right: Cubans don’t benefit from American business — Castro does: https://t.co/vQnG5X8rEb
776881511664611329,2016-09-16 20:32:40,This is a travesty. https://t.co/7nKyXSMhXF
